183.00626383800704,1332.241753874642,210.00626383800704,1303.241753874642,III
640.5219234330247,1332.241753874642,697.7719234330247,1303.241753874642,aVF
1098.0375830280423,1332.241753874642,1138.4125830280423,1303.241753874642,V3
1555.5532426230598,1332.241753874642,1595.9282426230598,1303.241753874642,V6
183.00626383800704,1600.9345861009347,201.00626383800704,1571.9345861009347,II
640.5219234330247,1048.9084205413087,697.1469234330247,1019.9084205413086,aVL
1098.0375830280423,1048.9084205413087,1138.4125830280423,1019.9084205413086,V2
1555.5532426230598,1048.9084205413087,1595.9282426230598,1019.9084205413086,V5
183.00626383800704,765.5750872079752,192.00626383800704,736.5750872079752,I
640.5219234330247,765.5750872079752,701.3969234330247,736.5750872079752,aVR
1098.0375830280423,765.5750872079752,1138.4125830280423,736.5750872079752,V1
1555.5532426230598,765.5750872079752,1595.9282426230598,736.5750872079752,V4
